item,asin,groupA_buyers,groupB_buyers,total_buyers
23203,B0000042HM,0,1,1
29055,B00BD62X14,0,1,1
23205,B000002LPX,0,1,1
23206,B000007TJV,0,1,1
21208,B00005NGSD,0,1,1
23219,B001W63DPA,0,1,1
29042,B000FKO5CE,0,1,1
29041,B00080EUY4,0,1,1
29035,B00151HZ3S,0,1,1
21198,B00005REPQ,0,1,1
29034,B003VKW18U,0,1,1
23235,B001MIG27Y,0,1,1
21197,B001DELWZ4,0,1,1
21196,B0000061VH,0,1,1
23237,B000NVTHKK,0,1,1
29033,B000008E15,0,1,1
23239,B00000099P,0,1,1
23240,B001KPYOD8,0,1,1
21195,B00000259T,0,1,1
21194,B0001AVZXA,0,1,1
21192,B000FPYNV2,0,1,1
29032,B00BI6SSMC,0,1,1
23241,B00000G5W8,0,1,1
31050,B00IFSC02A,0,1,1
23242,B000008G69,0,1,1
29031,B00004RIWH,0,1,1
31051,B00EC6W0AG,0,1,1
23244,B000005HN1,0,1,1
21190,B0000658AU,0,1,1
21189,B001D25M5C,0,1,1
23245,B002FOFX24,0,1,1
23234,B002MW50L8,0,1,1
29962,B000A0GPUO,0,1,1
23233,B002QEXN4I,0,1,1
29038,B0000024Z9,0,1,1
29040,B00BDSRHB8,0,1,1
23221,B00000I5VZ,0,1,1
30862,B000001540,0,1,1
23223,B0016KJRQG,0,1,1
23224,0790742624,0,1,1
29960,B000MCICC4,0,1,1
23225,B002XT3PFI,0,1,1
21205,B000002W6D,0,1,1
23227,B0035FBBIC,0,1,1
29039,B0028ERBXK,0,1,1
21204,B000KJTFI4,0,1,1
23232,B00000293H,0,1,1
23228,B000002ONR,0,1,1
21203,B0000073NK,0,1,1
29037,B000F3A7SW,0,1,1
23229,B0012GN030,0,1,1
23230,B0036ZKLL4,0,1,1
21202,B000GW8QGM,0,1,1
23231,B000VSBX5C,0,1,1
21201,B000UD2K32,0,1,1
29036,B00B7IJDXO,0,1,1
21200,B000006N4K,0,1,1
29004,B000002OFR,0,1,1
29003,B007R6X9IK,0,1,1
21117,B001NKWLD0,0,1,1
28966,B0007Z0VVQ,0,1,1
23397,B000V9KE10,0,1,1
23398,B0000041KC,0,1,1
23400,B00025L4I0,0,1,1
23401,B0000A59VN,0,1,1
23402,B0000024PC,0,1,1
28965,B0001FBT9K,0,1,1
23404,B0000014XW,0,1,1
23405,B000008LK7,0,1,1
29993,B0002LGWR2,0,1,1
21131,B000003GZW,0,1,1
21130,B001DZDTUE,0,1,1
30053,B00418NVMQ,0,1,1
23406,B000H4VVB6,0,1,1
29994,B00000DR88,0,1,1
30850,B000005YTV,0,1,1
23407,B003405MDI,0,1,1
23408,B0000DG07D,0,1,1
30849,B000002I9B,0,1,1
30256,B00000JH89,0,1,1
23410,B000008LK6,0,1,1
31057,B000002WNY,0,1,1
28963,B00004SUYJ,0,1,1
23412,B000002T0C,0,1,1
23396,B001B0G6D8,0,1,1
21133,B00005K9G2,0,1,1
23383,B00004Y7JI,0,1,1
23394,B000006ST5,0,1,1
21142,B0000639AP,0,1,1
21141,B000EXZDOQ,0,1,1
23385,B003H8F56G,0,1,1
29987,B000001FOM,0,1,1
28972,B000009RNM,0,1,1
30852,B0000U1NHE,0,1,1
23386,B0001XAN9E,0,1,1
29988,B001OBT3DO,0,1,1
21139,B00000HZB3,0,1,1
21138,B000WB0SOK,0,1,1
23387,6305459649,0,1,1
29989,B00ER0QFW6,0,1,1
23388,B002VZC9I8,0,1,1
28970,B0000AVHD9,0,1,1
23389,B000002Z6Z,0,1,1
21137,B000002RA0,0,1,1
28969,B00064VKYK,0,1,1
23391,B000007URL,0,1,1
21136,B001JE38M8,0,1,1
21135,B0009HL0RG,0,1,1
30851,B000002OC0,0,1,1
21134,B001EOQUZA,0,1,1
23393,B000002AAW,0,1,1
29995,B00006JKFU,0,1,1
28961,B004I9AR66,0,1,1
23414,B000002J7U,0,1,1
23415,B0009DBXKO,0,1,1
30257,B0002J58V0,0,1,1
23433,B001D25M5W,0,1,1
28956,B00BKBCM4K,0,1,1
23435,B00005Q3A2,0,1,1
23436,B003E1QC2M,0,1,1
21121,B0013FSX0U,0,1,1
28955,B0000005S5,0,1,1
30258,B000000YGU,0,1,1
23437,B000EZ7V8A,0,1,1
21120,B000001F4X,0,1,1
28954,B00BDSRBEG,0,1,1
30847,B00IGAR5PE,0,1,1
29998,B004N44SOS,0,1,1
23439,B000002OS1,0,1,1
23440,B003BSSVAY,0,1,1
23441,B0026J8LJ0,0,1,1
28952,B000025ESY,0,1,1
23442,B003BET8GO,0,1,1
30846,B00000JCGD,0,1,1
28951,B00B9JDBSO,0,1,1
28950,B00AITV2NM,0,1,1
21118,B000ZINGIK,0,1,1
23445,B000002O3S,0,1,1
23431,B00005UBNS,0,1,1
21122,B000EJ9VVG,0,1,1
23430,B000E1Z6HM,0,1,1
21125,B000002U4S,0,1,1
23416,B000BDGWF8,0,1,1
21127,B00006B1L0,0,1,1
23417,B000002GEF,0,1,1
23418,B000001P0Y,0,1,1
28960,B000006EJJ,0,1,1
23419,B0039ZEM0W,0,1,1
29996,B00000DRA9,0,1,1
21126,B000005IYU,0,1,1
30848,B000005C8T,0,1,1
23421,B000002OPH,0,1,1
23422,B00005K9QL,0,1,1
28957,B00005CDN4,0,1,1
23423,B0039VHWE4,0,1,1
28959,B00004UESU,0,1,1
23425,B003BQO10U,0,1,1
23426,B001CSQJJU,0,1,1
21124,B000002WSU,0,1,1
23427,B000U67DSG,0,1,1
23428,B0035KGWR2,0,1,1
23429,B00006J3WL,0,1,1
28958,B000GDI2KG,0,1,1
21123,B00000209E,0,1,1
29986,B000002AOE,0,1,1
23382,B000VH3FNQ,0,1,1
21166,B000002BU0,0,1,1
29982,B00005YP9Q,0,1,1
23330,B0037OUHC2,0,1,1
23331,B000003JCL,0,1,1
23332,B0036EBARO,0,1,1
30251,B000001GP3,0,1,1
28999,B00AANGIJY,0,1,1
28998,B000001HZU,0,1,1
23334,B002X5FFIM,0,1,1
28997,B000RKSDD4,0,1,1
28996,B00BB78DBE,0,1,1
28995,B007PLRM2G,0,1,1
28994,B000FS9MYC,0,1,1
29983,B0000027UH,0,1,1
21158,B001NG6AH2,0,1,1
28993,B0067FGO7U,0,1,1
23337,B0011B9W4M,0,1,1
28992,B001G1L3SU,0,1,1
23340,B002N1AEUK,0,1,1
23341,B0018OAPBQ,0,1,1
23342,B0002JE8WK,0,1,1
21157,B001H3KMOS,0,1,1
21156,B000000V6H,0,1,1
31056,6303398340,0,1,1
30054,B000005LDV,0,1,1
21159,B0001IMDT2,0,1,1
21160,B000WZACQU,0,1,1
23381,B0000026AY,0,1,1
23329,B0011HF6B4,0,1,1
23315,B001EQUESC,0,1,1
23316,B00006LA1W,0,1,1
23317,B00004LMN5,0,1,1
29979,B00EI3YH5E,0,1,1
23318,B000003EXY,0,1,1
29002,B004EG2QTO,0,1,1
21165,B00024I2YU,0,1,1
23320,B000009HRQ,0,1,1
21163,B000GIXELS,0,1,1
23321,B002VFCE9C,0,1,1
29001,B000002VRZ,0,1,1
23322,B00004YYYC,0,1,1
29980,B007Q4ME48,0,1,1
23323,B0034K7QXM,0,1,1
30855,B00CCEHS48,0,1,1
29981,B000069CPD,0,1,1
23324,B000006Z63,0,1,1
23325,B000007U3G,0,1,1
21162,B001KPAQXA,0,1,1
30055,B000B9EYKW,0,1,1
29000,B00004YZ33,0,1,1
23327,B003647BW2,0,1,1
23328,B0000025HR,0,1,1
23344,B000G759LM,0,1,1
21154,B001NESPH2,0,1,1
30252,1569383480,0,1,1
30854,B00IKM5N5W,0,1,1
23364,B0039ZF86E,0,1,1
28981,B00B5DWI2O,0,1,1
21146,B001NDH4HK,0,1,1
28980,B00555Z1M2,0,1,1
23367,B003DC87VG,0,1,1
23368,B0000009VO,0,1,1
21145,B000023VRX,0,1,1
23369,B000026V8I,0,1,1
23370,B000002AF1,0,1,1
23371,B000J23416,0,1,1
23372,B000BNWNRY,0,1,1
23373,B0035KTIG4,0,1,1
28979,B000006Z2O,0,1,1
30255,B00DQUQ5VO,0,1,1
23376,B0000047D6,0,1,1
28976,B009CSVPLY,0,1,1
28975,B000002PC3,0,1,1
28974,B000002J8S,0,1,1
23377,B00000395R,0,1,1
30853,B007CW2FFM,0,1,1
28973,B000006ZEL,0,1,1
23379,B00005LIN2,0,1,1
23380,B000002OKR,0,1,1
21147,B0000026FC,0,1,1
21148,B001GKYBVW,0,1,1
28982,B00AP0JS2G,0,1,1
23353,B000ZWWRXG,0,1,1
23346,B000003Z59,0,1,1
23347,B002W1HBI4,0,1,1
28990,B002E2QHBS,0,1,1
23348,B000002ZW1,0,1,1
28989,B002NFCHBA,0,1,1
23349,B000B0XQPK,0,1,1
28988,B00AA2I2NK,0,1,1
23351,B00332DBLC,0,1,1
23352,B0002DRDKK,0,1,1
29985,B00005RGHW,0,1,1
21152,B001B92E4E,0,1,1
28983,B000M06H4Q,0,1,1
23355,B00000256T,0,1,1
23356,B0038JH3AU,0,1,1
23357,B003A6C6JE,0,1,1
28986,B00000JD1U,0,1,1
23358,B002DTDF1M,0,1,1
21151,B000005H04,0,1,1
21150,B0000072M0,0,1,1
30254,B000IHY10K,0,1,1
23360,B00284G2NK,0,1,1
28984,B00B2JOJIM,0,1,1
29217,B000002I4K,0,1,1
29700,B000031WYP,0,1,1
29218,B00BC0JHG0,0,1,1
22138,B002F3BPBS,0,1,1
29550,B000002649,0,1,1
29549,B007I2BYIA,0,1,1
29548,B00000275B,0,1,1
29547,B000002IZ9,0,1,1
29546,B0000028V0,0,1,1
22134,B000WSVBYO,0,1,1
21662,B001IBCS5K,0,1,1
30945,B00002MZ37,0,1,1
29545,B0040ZA1VE,0,1,1
22136,B002FZL93U,0,1,1
29544,B00B7VPKMY,0,1,1
22139,B002EWD08Q,0,1,1
21658,B000001C9P,0,1,1
21661,B000026KG7,0,1,1
22141,B002C39TMI,0,1,1
22142,B0000026KZ,0,1,1
22143,B000008ERZ,0,1,1
29542,B00197U09E,0,1,1
30944,B000002I9J,0,1,1
29764,B00CACC1EY,0,1,1
22145,B0017V8PIK,0,1,1
30995,B000002LLP,0,1,1
22147,B002752ZHM,0,1,1
21659,B000009HYM,0,1,1
29551,B00829GFZ0,0,1,1
21664,B000002OW4,0,1,1
29763,B007TBCSD0,0,1,1
29762,B00000292M,0,1,1
29760,B000294T3I,0,1,1
22115,B000000WHC,0,1,1
29761,B00C3M4IOW,0,1,1
22116,B0000APVJ9,0,1,1
29560,B00008NRKB,0,1,1
29559,B0000041EJ,0,1,1
22118,B002CVQ7WA,0,1,1
22119,B00153CLD0,0,1,1
22120,B00004XQXB,0,1,1
29558,B0007WW35Q,0,1,1
22123,B0002A2W3Q,0,1,1
21667,B00008JOM2,0,1,1
22124,B000KRN66S,0,1,1
30145,B00470HPJI,0,1,1
21666,B000001ED1,0,1,1
22125,B00005UNBH,0,1,1
22126,B001QFNSCK,0,1,1
22127,B001NZA04M,0,1,1
30946,B000065TQR,0,1,1
29554,B008LZYR0A,0,1,1
30146,B00D3ZJBLS,0,1,1
29552,B0000CBHXL,0,1,1
22130,B00000INVQ,0,1,1
29541,B0036BDQKG,0,1,1
22149,0769720323,0,1,1
22191,B001AJD124,0,1,1
22180,B0009S2TU2,0,1,1
21652,B000PC1N4U,0,1,1
22173,B001FZ09SW,0,1,1
29534,B000003TA9,0,1,1
21651,B000001FAL,0,1,1
22174,B000068RFP,0,1,1
22175,B00000DFRZ,0,1,1
22176,B001FEO6QE,0,1,1
22177,B00000J7SC,0,1,1
22178,B001FEO6MS,0,1,1
21649,B001TZIKFM,0,1,1
29533,B00020HEM0,0,1,1
21648,B001SNXSVG,0,1,1
22151,B001Q8FS7U,0,1,1
22181,B00008S82V,0,1,1
22182,B001B92E12,0,1,1
22183,B000VNMMV6,0,1,1
29532,B000IFSG4O,0,1,1
22184,B000MTFEBE,0,1,1
30148,B00000DRX5,0,1,1
22186,B001CO42KC,0,1,1
22187,B001P4BQ6M,0,1,1
21647,B0009TNCJ8,0,1,1
22188,B001QERPCK,0,1,1
22189,B001H9N898,0,1,1
22172,B001CODTME,0,1,1
29767,B008MMFBPM,0,1,1
21653,B000E8M1UU,0,1,1
22171,B0014IDA72,0,1,1
22152,B002935GK0,0,1,1
30943,B000002P7M,0,1,1
21657,B001H5HWS0,0,1,1
22155,B001AIR86K,0,1,1
29765,B000N69P66,0,1,1
29539,B004G8QHKO,0,1,1
22157,B001MGAZY2,0,1,1
22158,B000002O0O,0,1,1
30996,B000002645,0,1,1
30147,B0000000KQ,0,1,1
22160,B000002WR2,0,1,1
21654,B000093OU9,0,1,1
29536,B002ZTIJ2U,0,1,1
22163,B002HWUU9K,0,1,1
22164,B000002U4Z,0,1,1
29766,B005CHZZ06,0,1,1
22165,B000LP4OPQ,0,1,1
22166,B000008BSQ,0,1,1
22167,B0021TVYJ4,0,1,1
22168,B00171NZF8,0,1,1
22169,B0017V7H4I,0,1,1
30941,B000003CXN,0,1,1
22170,B0017V7H52,0,1,1
29561,B000000EDK,0,1,1
30947,B00IQFBZU0,0,1,1
21669,B000005H0W,0,1,1
29580,B001AHIW8Y,0,1,1
21685,B000CRR3P6,0,1,1
29583,B000046Q2N,0,1,1
30991,B000053ZY4,0,1,1
22073,B0026FIR3E,0,1,1
29582,B00005TO19,0,1,1
22074,B000I8OFK0,0,1,1
22075,B001G2S436,0,1,1
22076,B000001FRN,0,1,1
21683,B000IY04OK,0,1,1
21682,B000EHQ80K,0,1,1
29581,B00CP4GROM,0,1,1
22077,B00003IQM7,0,1,1
29562,B000007QFU,0,1,1
22078,B000000OXH,0,1,1
30141,B00E0G5S20,0,1,1
29752,B008HQ00O0,0,1,1
22079,B0011F1A5W,0,1,1
22080,B0000AGWK4,0,1,1
29579,B00AZIFU66,0,1,1
22081,B002AJQ77O,0,1,1
22082,B002BA9QMK,0,1,1
30992,B000001U3P,0,1,1
22083,B002D83PWM,0,1,1
29753,B000002VD3,0,1,1
29584,B003XYL7GQ,0,1,1
29585,B0000028VT,0,1,1
22072,B000008E2T,0,1,1
22071,B00009QRCB,0,1,1
22056,B0017LFKMO,0,1,1
22057,B000002P27,0,1,1
29592,B0030GBSVQ,0,1,1
29591,B000G2YCPQ,0,1,1
30953,B000002I9Q,0,1,1
22059,B0000033PE,0,1,1
29590,B004QQWA98,0,1,1
29746,B0000264ZX,0,1,1
29589,B0000CD5GS,0,1,1
30989,B00JFRLYEK,0,1,1
29747,B00CS9NKQW,0,1,1
21690,B0009K7R5W,0,1,1
29748,B000003JBI,0,1,1
21688,B000JJS5RM,0,1,1
22062,B000U7V99O,0,1,1
22063,B000765IIG,0,1,1
29588,B000004137,0,1,1
22064,B000003D0H,0,1,1
30990,B00005V52N,0,1,1
22066,B000TZGQFO,0,1,1
22068,B0007GP66A,0,1,1
29586,B0000026TE,0,1,1
22070,B0000E6EEZ,0,1,1
21680,B000002O54,0,1,1
29578,B0000060J9,0,1,1
29754,B00000IWUJ,0,1,1
22099,B000S84NMA,0,1,1
30143,B000000NKL,0,1,1
22100,B0028C81XQ,0,1,1
30948,B0000TAZS8,0,1,1
29758,B0000032VG,0,1,1
22101,B00005IB9H,0,1,1
29569,B000BQ7BX2,0,1,1
22103,B00005UJ71,0,1,1
22104,B001Y44EMG,0,1,1
29568,B002AC9FUC,0,1,1
22105,B0000029IH,0,1,1
22106,B002EE57OE,0,1,1
29567,B003597ORA,0,1,1
29566,B000000EJ4,0,1,1
29565,B000005HQ1,0,1,1
29564,B00006LI2O,0,1,1
21672,B00197YZ8G,0,1,1
30994,B000000YIQ,0,1,1
22110,B002ASVQYO,0,1,1
29563,B00D4AA73I,0,1,1
22111,B002EZLP1C,0,1,1
21671,B0000DZFKY,0,1,1
22113,B0002199IQ,0,1,1
21670,6305165904,0,1,1
21673,B00004NKDJ,0,1,1
21674,B000BQSJVA,0,1,1
22084,B000002P7R,0,1,1
22098,B000065V1U,0,1,1
30952,B000001GX9,0,1,1
30142,B00DCQ2DD6,0,1,1
29577,B0001HJT7C,0,1,1
29576,B000003F1U,0,1,1
21679,B00062IYFA,0,1,1
29575,B00CFFT7ZW,0,1,1
30951,B00004TQUC,0,1,1
29755,B000EHQ88C,0,1,1
29574,B00004KD3M,0,1,1
22089,B000007OPC,0,1,1
22090,B000K23GGS,0,1,1
22091,B001ANE3CW,0,1,1
29573,B0012K1ILW,0,1,1
29572,B000001G4M,0,1,1
30993,B007BS10IK,0,1,1
22093,B00004UENM,0,1,1
30950,B000006ZZ6,0,1,1
29571,B00CAWUJDO,0,1,1
22094,B00004VVW9,0,1,1
29570,B000069HJI,0,1,1
22096,B00008KH3I,0,1,1
22097,B001SXZ7QK,0,1,1
30949,B00JHH2140,0,1,1
22190,B001FSDOZE,0,1,1
30997,B00000K4GJ,0,1,1
21692,B00002ZMNO,0,1,1
22287,B001FBSM4O,0,1,1
22283,B000001VVY,0,1,1
22284,B002EA2MSW,0,1,1
21606,B000002B80,0,1,1
29488,B000008AYO,0,1,1
29487,B002HMHRAK,0,1,1
29486,B0040MGOYU,0,1,1
29485,B00004C4MI,0,1,1
22285,B000050I0U,0,1,1
21605,B000ZLNWOA,0,1,1
30157,B00E7Z7D2M,0,1,1
22286,B00000DRAC,0,1,1
29483,B00000HZE4,0,1,1
22295,B000KJTCS2,0,1,1
22288,B00004T9TO,0,1,1
22289,B000006XFO,0,1,1
30934,B00IFFJEGI,0,1,1
30933,B0000015AH,0,1,1
30158,B00008DDRL,0,1,1
21603,B00005Q8UB,0,1,1
22291,B000KLRUJS,0,1,1
22292,B000006DH8,0,1,1
22293,B00004S3KS,0,1,1
30159,B00000714V,0,1,1
30932,B000006YFE,0,1,1
29489,B00000GCAE,0,1,1
21607,B000005E5X,0,1,1
22280,B002JODUFM,0,1,1
29490,B00000416Q,0,1,1
22266,B002AOWXO0,0,1,1
30156,B000008EFU,0,1,1
22267,B001EO2UJ0,0,1,1
22268,B001AQRXS0,0,1,1
22269,B001CY2EM0,0,1,1
22270,B0012GMVGM,0,1,1
21616,B001VBYQAM,0,1,1
29775,B001S29PGO,0,1,1
29776,B00EHTA06O,0,1,1
29493,B00004YR2D,0,1,1
21615,B001CITRD0,0,1,1
22272,B00000AE2Z,0,1,1
30100,B0000000KU,0,1,1
21614,B001RTCOZM,0,1,1
22274,B00078GHRU,0,1,1
29492,B00CU8OVIM,0,1,1
29778,B000001FM4,0,1,1
31000,B00004SCMA,0,1,1
22276,B000000Y4Z,0,1,1
21611,B001TIQUM4,0,1,1
21610,B001B1R1IG,0,1,1
21609,B000N69OYO,0,1,1
21608,B0000DJYNZ,0,1,1
22294,B00005IB6Z,0,1,1
21601,B00000292K,0,1,1
22192,B001EC6JWQ,0,1,1
29472,B00BHEG6CO,0,1,1
22311,B00004YRI4,0,1,1
29478,B009YQMNZQ,0,1,1
29477,B000007NZV,0,1,1
29476,B000BMSU4K,0,1,1
29475,B002KVSJFA,0,1,1
31001,B004EW5ZXW,0,1,1
29786,B000VLPUY4,0,1,1
29474,B004JZJ7RY,0,1,1
22314,B000005HAF,0,1,1
29787,B000000LZO,0,1,1
29473,B0000030NC,0,1,1
21588,B001U0HBHO,0,1,1
29481,B00CB5ERHY,0,1,1
30162,B00DV3A6IY,0,1,1
29471,B0000024T3,0,1,1
30097,B004IOP1QW,0,1,1
29470,B000001G8Q,0,1,1
31002,B004LYG4LA,0,1,1
21585,B001E1DJ9S,0,1,1
22322,B000056C6L,0,1,1
29788,B00DMWJDCE,0,1,1
30928,B00FKAA3MA,0,1,1
21583,B000005JEQ,0,1,1
29468,B0000001XL,0,1,1
22310,B002DU0R9E,0,1,1
30160,B005694YO8,0,1,1
29479,B0019RQTUS,0,1,1
22308,B00076SJNC,0,1,1
30931,B00005NNEZ,0,1,1
29480,B001URRHUS,0,1,1
22297,B0000025N5,0,1,1
22298,B00006BH0W,0,1,1
29779,B000NA223K,0,1,1
21599,B00005A46R,0,1,1
29780,B00D6QUMWG,0,1,1
29781,B000002LPP,0,1,1
21598,B0026P477O,0,1,1
22299,B00000I0GN,0,1,1
22300,B00000JIRF,0,1,1
29782,B00C6705WI,0,1,1
22301,B002GU62UE,0,1,1
29783,B00D50D5Y0,0,1,1
30930,B000UI832O,0,1,1
21595,B001JA3UFW,0,1,1
30929,B000001QAE,0,1,1
30099,B00004W5A9,0,1,1
22304,B000SB4QFQ,0,1,1
22305,B00004YC1W,0,1,1
22306,B002E2LW8G,0,1,1
29785,B0050VMJ3K,0,1,1
22307,B000CEV4ZE,0,1,1
29496,B004WLUGMA,0,1,1
29774,B00005Y7KU,0,1,1
29497,B0084BM7QC,0,1,1
29516,B00BGBF8A4,0,1,1
22214,B000056T5Y,0,1,1
22215,B002BYSFR8,0,1,1
30940,B00005RD9J,0,1,1
22217,B00004WK5E,0,1,1
29519,B005N61KKU,0,1,1
22218,B0026RCAIA,0,1,1
30101,B00E4V0IG2,0,1,1
29518,B0042KZJZU,0,1,1
21639,B000001M1B,0,1,1
29517,B0000011UT,0,1,1
30939,B00ID2TRB0,0,1,1
22221,B001CW7LPM,0,1,1
21618,B001X7TJOC,0,1,1
30150,B00004R7LG,0,1,1
21637,B001DOBH4K,0,1,1
21636,B0017PCXQ6,0,1,1
22224,B001BP4U3G,0,1,1
22225,B000000HZV,0,1,1
22226,B0024F13I2,0,1,1
29515,B000002937,0,1,1
29514,B000I5YDBE,0,1,1
22227,B00000JPCV,0,1,1
30998,B008DNNX6O,0,1,1
21633,B000006YQT,0,1,1
29520,B00004Z19J,0,1,1
29521,B00000I8JN,0,1,1
22211,B0000014V5,0,1,1
29522,B007TBCTJI,0,1,1
29531,B000TLMWJ2,0,1,1
29530,B00006EXIV,0,1,1
22194,B001FQHQF0,0,1,1
21645,B001YV5108,0,1,1
29529,B002GNYJJW,0,1,1
29528,B000002B3D,0,1,1
22197,B0016CP3SA,0,1,1
29527,B00B671UAK,0,1,1
21644,B000PKG7MA,0,1,1
29526,B00004W1DY,0,1,1
22200,B001NJY5TY,0,1,1
22201,B000002GKV,0,1,1
22202,B001STY9UY,0,1,1
22203,B000SQKZOW,0,1,1
22204,B00001AQZD,0,1,1
22205,B002AHJTIK,0,1,1
29524,B00175G6JG,0,1,1
30149,B008DCHR3U,0,1,1
29768,B0000062FF,0,1,1
22208,B00020HDA8,0,1,1
22209,B002DYKW86,0,1,1
29523,B005VBAIDW,0,1,1
21641,B000002WEZ,0,1,1
29513,B0000014XO,0,1,1
22229,B002ERCI4S,0,1,1
30938,B00IQ8TSP6,0,1,1
22245,B0014EAYQG,0,1,1
22247,B00000IYWL,0,1,1
22248,B000002WEV,0,1,1
22249,B0000069OP,0,1,1
22250,B000088DTS,0,1,1
22251,B00004T9VK,0,1,1
21622,B001Q8FSU2,0,1,1
29502,B00007KMRW,0,1,1
22253,B0000AM6L0,0,1,1
21621,B000065DVR,0,1,1
30937,B0000032SE,0,1,1
22255,B000F6YW6W,0,1,1
29501,B008BIDNOI,0,1,1
22256,B000069JLG,0,1,1
30154,B00ENSH99K,0,1,1
29500,B000099156,0,1,1
22257,B0000025Q6,0,1,1
22258,B0027WNRN6,0,1,1
29499,B00000422Q,0,1,1
22259,B001CU1RT0,0,1,1
21620,B001SB1KHW,0,1,1
21619,B001VFM0QU,0,1,1
29498,B008BGNNC2,0,1,1
30936,B000063T27,0,1,1
22246,B000KJTG10,0,1,1
29773,B00D4ABSZ4,0,1,1
22231,B000HIVSH4,0,1,1
29503,B005NKIQ4E,0,1,1
29512,B00000IQ1H,0,1,1
29511,B004HGBUPM,0,1,1
21632,B001P5Q6MA,0,1,1
29510,B000G75994,0,1,1
30999,B00004ZKVM,0,1,1
29509,B000001DVD,0,1,1
29508,B007N8QIS0,0,1,1
21630,B000KEGDC0,0,1,1
21629,B00008DCQL,0,1,1
21628,B000001488,0,1,1
21627,B000008HCQ,0,1,1
22238,B0006UYQUO,0,1,1
29506,B00000JBEH,0,1,1
29771,B00DEKKE7C,0,1,1
22240,B002EE57QM,0,1,1
21626,B000A3DFX6,0,1,1
22241,B00000J7I7,0,1,1
29505,B0012GN08K,0,1,1
29772,B00DJYJTQA,0,1,1
21624,B000VPCXFY,0,1,1
29504,B00031TXI6,0,1,1
22242,B001GIJRNQ,0,1,1
22243,B000050I1Y,0,1,1
29593,B00CCCF65I,0,1,1
29594,B000MRA74U,0,1,1
29219,B004HF0P9U,0,1,1
21900,B00126WY14,0,1,1
21774,B000E3LHX2,0,1,1
29707,B000000QH1,0,1,1
29660,B00004Y76C,0,1,1
21773,B00000JJ9I,0,1,1
21772,B0026BD2II,0,1,1
21895,B000002LEW,0,1,1
21896,B0026BD2H4,0,1,1
29659,B00004YN9K,0,1,1
21770,B001TMEE8M,0,1,1
21898,B001GKYBXU,0,1,1
21899,B002BYYAKY,0,1,1
29708,B000059ZIC,0,1,1
29710,B00002DEH6,0,1,1
21902,B0027WNRK4,0,1,1
21768,B0021X5158,0,1,1
21903,B00004D3A2,0,1,1
21904,B000001FX6,0,1,1
21906,B000Z7G7UU,0,1,1
21907,B000006YEN,0,1,1
29658,B000UZ4CI6,0,1,1
21767,B000000OM9,0,1,1
30981,B0000027Q0,0,1,1
29657,B00000JT5P,0,1,1
21909,B000001OTL,0,1,1
21893,B000002LJU,0,1,1
21776,B0026OTR1Q,0,1,1
21891,B000006UFD,0,1,1
21890,B0026BD2GU,0,1,1
21880,B000059H35,0,1,1
21784,B000002PH1,0,1,1
30980,B00G5JCFEE,0,1,1
21881,B000A8AXCW,0,1,1
29669,B0093BUVPG,0,1,1
30118,B008XQLJYY,0,1,1
29668,B000024YT6,0,1,1
21781,B000002JU9,0,1,1
29666,B005KDJCHY,0,1,1
21780,B001XJBDHQ,0,1,1
21883,B000CCB488,0,1,1
21884,B0000072O0,0,1,1
30972,B000007468,0,1,1
21885,B000006T0G,0,1,1
29706,B000EOTFEE,0,1,1
21779,B001L5DSP2,0,1,1
21778,B001VBYQD4,0,1,1
21777,B001Q8FS5C,0,1,1
21887,B001UGISDO,0,1,1
21888,B000002T70,0,1,1
29663,B00C9PQ7EW,0,1,1
29662,B00005OKSZ,0,1,1
21889,B000056N96,0,1,1
21910,B001PA7OTE,0,1,1
29656,B000G8P3JO,0,1,1
29713,B0052T7K0C,0,1,1
21937,B00006IW6I,0,1,1
29649,B000056V1C,0,1,1
29648,B00004WIX8,0,1,1
21933,B000001I09,0,1,1
21761,B000005DAU,0,1,1
21934,B002A9MN7M,0,1,1
29647,B00000J5ZZ,0,1,1
21760,B001KOI2SW,0,1,1
21935,B0000011OU,0,1,1
21936,B000000OYN,0,1,1
29646,B000001E5X,0,1,1
21759,B0020H46KQ,0,1,1
21938,B0025AY48W,0,1,1
21911,B00042YL4A,0,1,1
30967,B00026WU28,0,1,1
21939,B000001DVV,0,1,1
29712,B00006419G,0,1,1
21940,B0002T1ZTE,0,1,1
21941,B00197X140,0,1,1
21758,B00000IITY,0,1,1
21942,B000025K47,0,1,1
21943,B001G5IJZG,0,1,1
21757,B0001DMUS6,0,1,1
21944,B000002OFJ,0,1,1
21945,B000A1IKHO,0,1,1
21762,B000CCBPM8,0,1,1
21932,B000IVPSPS,0,1,1
21931,B00279DLEO,0,1,1
21930,B001E08TDK,0,1,1
21912,B001EC6JR6,0,1,1
21913,B00000DCZB,0,1,1
29655,B00AZNEWBU,0,1,1
21915,B001D4YBQQ,0,1,1
29654,B000CPSQAE,0,1,1
21765,B0013FCW0M,0,1,1
29653,B0000000JS,0,1,1
29652,B002ZLPCUA,0,1,1
21918,B000009H0U,0,1,1
29651,B000002HE8,0,1,1
21919,B001VFM0QA,0,1,1
30971,B00J2AU8MY,0,1,1
30970,B00HZVX1C6,0,1,1
21764,B0000A0WHJ,0,1,1
21922,B0007TKI0G,0,1,1
